FO182	FO266	FO267	FO269	FO270	FO300	FO301	FO359	FO360	FO433	FO442	FO443	FO444	FO445	FO446	FO448	FO451	FO453	FO454	FO455	Kingdom	Phylum	Class	Order	Family	Genus	Species
0b65f04ef1c2ece09b80c4f2934df7e1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	3	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	
65ccd38629ba44087c71c6011d0843eb	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	
29fcf55abad34979aabada48825d6059	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_suis
12b84667397ef907e5b02836960c7da5	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_suis
e9c0689f79bc361f0310d44ba77ca198	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_suis
e1aa84943277c6c0ed9c5bb65710040c	0	0	0	0	0	0	0	1	0	0	18	19	39	192	8	0	0	0	0	5	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	
c4ae9f0b02273ec40414cf34e5f12c42	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	
a59db9cc6dad203dbfee1a0cde8c201f	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	
42f7015fc30ec5b2a5cec8a7f0f5bbad	0	0	0	0	0	0	0	0	0	0	176	0	39	0	10	25	0	7	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	
5e5022d4993943d413e996f3f2ae1a9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus_mundtii
72e7ed45ae6eb601c68bb47274b36c07	0	0	0	0	0	0	0	0	0	0	26	0	49	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	
99c63596acf2be516832a67fd841c1e3	0	0	0	0	0	99	51	8	40	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
ef8389f9466ac421229aaeabad6c0bf1	0	0	0	0	0	24	0	16	53	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
f6d4b16e617a92382eac472c83e8cf68	0	0	0	0	0	0	0	2	0	266	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
a9a7dfee9c5a72145f5089c80b5b7e53	0	0	0	0	0	0	0	0	0	52	0	3	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
7734cb19a3378b057f5a474bfbd0b4fe	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
63957a5c502d25d1efb75b0baf2eef25	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
b6b8140359e0bdad7d69b2cef264ed65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
5a2caa8f16fb0e2bfb4c46e0c656afac	0	0	0	0	0	0	0	0	0	0	27	10	0	0	25	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 Catellicoccus_marimammalium
ae2fa4b7346126978298ce46beaf10a5	0	0	0	0	0	947	1372	348	1960	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
796c2e7fa7e1cae60bf7c64ae15e6d86	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Catellicoccaceae	 Catellicoccus	 uncultured_bacterium
688c2992656427cdec40abf6f0d2f57d	0	0	0	0	0	0	0	0	0	0	7	5	1	8	7	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
4134b806490fd9955e9b619d11977283	0	0	0	0	0	0	0	0	0	7	0	22	0	0	0	0	11	62	10	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
427edc65ed2dbf7dde2fd94a90381e43	0	26	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
c2a661e332cef90c0faf7979ad3c6884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
e8287b10e69ebd4cfce69ed35a6966f8	0	44	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
99e30409feec9331302c1dbbb4f1d466	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
27d01813c5095c4864aaf13f6e7e0942	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
223baaa0b263c7e46400105bf50a2355	1078	933	1153	1190	648	0	0	0	0	529	62	691	31	103	40	20	137	136	208	8	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
3ca4d679461e5cbb833e56acc51b336c	0	0	31	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
bd1942cd329821457aa2ffefc9cfed98	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
b4fcc0f7b772a61d52d16a954c37750a	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_aviarius
1fa25b407a7844360e4a543f2d529cec	0	0	0	0	0	0	0	0	0	10	0	16	0	3	0	0	0	7	2	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
4915cf3d3cff23bc9e50553c44bc8efb	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
2ddcad13c5c330e0a2e90dc43e8f3b85	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
252c3e09f180b52cf1d108dfd24837b5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Weissella	 Weissella_paramesenteroides
67cde84f67eb949d0919d42c6c469bc7	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Aerococcaceae	 Aerococcus	
ff60926240d5dcf6884e890d060474b7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Aerococcaceae	 Aerosphaera	 uncultured_bacterium
dbe735e3794dd1e5c0a8ba9e34fdf04c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus_succinus
b94e70e99e139619847725c7f08eec9f	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	
b7e257f539176747dfb3b9c6016ceb73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus_sciuri
3f315dd8486d62c0a9639c589d433c5b	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus_vitulinus
98bf48d41ba5d24286383e76840939da	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	
23a2a0257b118f3493cedf503b58b4d7	0	0	0	0	0	0	0	0	0	0	13	0	51	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus_equorum
270b05cff6dd024301d3e10404e7d225	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	35	8	0	14	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Planomicrobium	
abb681ea3dd46210f86bbd44dde191e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	11	265	11	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Planomicrobium	 Planomicrobium_glaciei
763dc64fd628284f26b3a2ea9ecb2664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	7	211	13	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Planomicrobium	 Planomicrobium_glaciei
06fa4558b991f78bc61efc4a6f5a99f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Planomicrobium	 Planomicrobium_glaciei
46bf3ccfa307ed658562c46dacb6e6c6	0	0	0	0	0	0	0	0	0	0	82	0	44	48	11	69	62	72	34	26	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Planococcus	
f6030d9e0f21df09b8416f7c028170b8	0	0	0	0	0	0	0	0	0	0	25	0	14	7	0	37	0	21	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae		
8b74083c747bf85b14e1b371878894a3	0	0	0	0	0	0	0	0	0	0	41	0	22	19	3	34	36	40	12	9	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae		
f60f0f6bd37141e973ca8fd43eb48d08	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Planococcus	
7689fba9b1ccf51c3a869c1f02a689c7	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	5	43	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Lysinibacillus	
07c492cb12db38074dd24d7716c39771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Lysinibacillus	
e1d107fcadef679f918cae4087921194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	10	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Lysinibacillus	
516d29eaca3f726cda3dbdb0721ada42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Lysinibacillus	
6b06f06134fc56a9a03ffff5ba6c318a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Solibacillus	
79735b59a46082136d3adaf3403e4feb	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Kurthia	
bed6de632dee86fc2be80f08af841690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	14	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Psychrobacillus	
c52ac7613d0a951535f5c25d6751794b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Sporosarcina	
8d09bb6a7229a6d1c178aae5b6aec6f9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	21	2225	9	12	31	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_xylanilyticus
9e504a93d3c4122f23a5e0d50eb4e2f4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Saccharibacillus	
cc7b492dbcf913d2f5bf7489efb8ab50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Paenibacillus	
31a4441f2fc6f2a624afb462a5c7f707	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	
991a62b2a0d441f2e2af347eae5d0420	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	
1d7ec5492abc9fd549d536e15ebd9f79	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	
6d6696a7a60be658a485c0ddab7d4863	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
a8dd0e2f04089781912a21ca3a9d2860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	
3c1ad20d9b04dcd2396928dabb4a6790	0	3	0	0	0	0	0	0	0	61	1324	389	2102	2536	1675	62	13	44	753	40	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	
fb75797b55bc47c182a1192ef4284537	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	
b564d510696f19fa0aa0139f9aff5e0c	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	
8d0b668bd88362013d01a734bb1c3a27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	
cddeec72bb68d28e15e0373915b725d3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae		
766e04c00c4e5b78d4af487d5a155b3b	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmataceae	 Candidatus_Bacilloplasma	 uncultured_bacterium
22c3617b1150f9bb2fb1de9492e92259	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmataceae	 Candidatus_Bacilloplasma	 uncultured_bacterium
b623b328f56cdf978e5e8a424402c2b7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmataceae		
51a3f9e989d1704fa556dd9b98756750	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmataceae	 Candidatus_Bacilloplasma	 uncultured_bacterium
17966c2991827989b130c72f06f748ea	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Solobacterium	
4eb722e0cedd71518ded2e4da8eee015	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Breznakia	 uncultured_bacterium
dba125d782d6726b9cfeeeab4945ce6a	0	0	0	0	0	44	100	227	45	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Breznakia	 uncultured_bacterium
1f719035f37a95c0ca894827c40e40e7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Breznakia	 uncultured_bacterium
8ab84432a502079501dbecafa03f6cfe	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Breznakia	 uncultured_bacterium
6cc9e530d3bb68ec67fb9a514e51e967	0	0	0	0	0	29	19	88	39	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Breznakia	 uncultured_bacterium
b8dce25bbd4d8d6fe130df3a96407440	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Breznakia	 uncultured_bacterium
67d3f27bb01225d7f422bcc5bf1d5ac5	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Capsosiphon_fulvescens
ce0055061feb28da77c9419b98a0d925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Tetradesmus_obliquus
fcaa0c9aaaa9502c7d201d95acf9c0b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Oscillatoriales_cyanobacterium
9ce6b36eaa941727afff318343ac038f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Oscillatoriales_cyanobacterium
93b2f0cafe732c82e1ac3730ebd15431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Oscillatoriales_cyanobacterium
9abc4c786f04c66b45aee7ba8ee49ecc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	 Oscillatoriales_cyanobacterium
3f33495630da5bc918602e637d8831a6	0	85	21	59	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
69565df8ac96982cde14197076835c87	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
6c68fc39b59cd8e1f634d97f1e8c0954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Phormidiaceae	 Tychonema_CCAP_1459-11B	
