"FO182"	"FO266"	"FO267"	"FO269"	"FO270"	"FO300"	"FO301"	"FO359"	"FO360"	"FO433"	"FO442"	"FO443"	"FO444"	"FO445"	"FO446"	"FO448"	"FO451"	"FO453"	"FO454"	"FO455"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"5b6d2913558291638af39346f5ea71ae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20702854964097	0	0	7.0362945338158	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Carnobacteriaceae"	" Carnobacterium"	""
"6a38bfa30754ea76202aabd9df61bd7e"	0	0	0	0	0	0	0	0	0	0	4.04692858258121	0	0	0	5.23968691684453	0	0	3.54731970749274	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Carnobacteriaceae"	" Trichococcus"	""
"5235d6abdaeb155108ea7d26b1ffc6e9"	0	0	0	0	0	0	0	0	0	0	0	0	5.05280797691645	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Carnobacteriaceae"	" Jeotgalibaca"	""
"7352624fef55f380ddd6f6fe3bfa2b06"	0	0	0	0	0	0	0	0	0	0	0	0	4.88755397394	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Carnobacteriaceae"	" Jeotgalibaca"	" uncultured_bacterium"
"330e83f777ce0554829f1e3ac66151d6"	0	0	0	0	0	0	0	0	0	12.2183151859319	0	14.7867652173723	5.97459139994999	8.26701923962288	0	0	5.45469795508153	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	" Enterococcus_cecorum"
"df506ff6409ea699c1d436963ff2fabf"	0	0	0	0	0	0	0	0	0	0	0	10.8173488813093	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	" Enterococcus_cecorum"
"18531757b6d659c6c450ecd50b6bdbaa"	0	0	0	0	0	0	0	0	0	0	0	10.7230638818214	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	" Enterococcus_cecorum"
"773f47e47bd324bde79ca09115566265"	0	0	0	0	0	0	0	0	0	9.48828240704751	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	" Enterococcus_cecorum"
"9e644a39ae582ca34a47bbc122621707"	0	0	0	0	0	0	0	0	0	0	0	2.86909593555183	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	""
"2f961d217b26302d55020e8bfd613da0"	0	0	0	0	0	0	0	0	0	3.92323348296509	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Lactococcus"	" Lactococcus_lactis"
"551202ed68dbe0c6cc6be71c9c5a7a4d"	0	0	0	0	0	0	0	0	0	4.10966066617116	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	" Streptococcus_ovis"
"0b65f04ef1c2ece09b80c4f2934df7e1"	0	0	0	0	0	0	0	0	0	4.10966066617116	1.45749387399805	0	0	0	0	0	0	0	3.91849385996174	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	""
"65ccd38629ba44087c71c6011d0843eb"	0	0	0	0	0	0	0	0	0	0	0	4.67241718294382	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	""
"29fcf55abad34979aabada48825d6059"	0	0	0	0	0	0	0	0	0	6.92411679434102	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	" Streptococcus_suis"
"12b84667397ef907e5b02836960c7da5"	0	0	0	0	0	0	0	0	0	0	0	6.35458743641878	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	" Streptococcus_suis"
"e9c0689f79bc361f0310d44ba77ca198"	0	0	0	0	0	3.98032354744014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	" Streptococcus_suis"
"e1aa84943277c6c0ed9c5bb65710040c"	0	0	0	0	0	0	0	1.60381636499361	0	0	5.63368035321424	5.67008786322071	6.76889701171988	9.92368605184132	5.50978941735263	0	0	0	0	3.02739931150254	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	""
"c4ae9f0b02273ec40414cf34e5f12c42"	0	0	0	0	0	0	0	0	0	0	0	0	5.39420880096942	6.63685279222554	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	""
"a59db9cc6dad203dbfee1a0cde8c201f"	0	0	0	0	0	0	0	0	0	0	5.68593501248172	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	""
"42f7015fc30ec5b2a5cec8a7f0f5bbad"	0	0	0	0	0	0	0	0	0	0	8.45745850310664	0	6.96946298452411	0	6.20689433591727	5.65377255179792	0	3.7839473105413	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	""
"5e5022d4993943d413e996f3f2ae1a9f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65805563367556	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	" Enterococcus_mundtii"
"72e7ed45ae6eb601c68bb47274b36c07"	0	0	0	0	0	0	0	0	0	0	5.6600579303699	0	6.81154710582229	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Enterococcaceae"	" Enterococcus"	""
"99c63596acf2be516832a67fd841c1e3"	0	0	0	0	0	7.64446853591153	6.45066598079454	4.97065156164057	7.23372952736086	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"ef8389f9466ac421229aaeabad6c0bf1"	0	0	0	0	0	5.47141611256699	0	5.49116270959108	7.07868168364167	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"f6d4b16e617a92382eac472c83e8cf68"	0	0	0	0	0	0	0	4.81527434430252	0	9.91175944889893	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"a9a7dfee9c5a72145f5089c80b5b7e53"	0	0	0	0	0	0	0	0	0	7.67893750608184	0	2.34765995189728	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"7734cb19a3378b057f5a474bfbd0b4fe"	0	0	0	0	0	0	0	0	0	7.37926944396051	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"63957a5c502d25d1efb75b0baf2eef25"	0	0	0	0	0	0	0	6.25859360131981	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"b6b8140359e0bdad7d69b2cef264ed65"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02551275139784	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"5a2caa8f16fb0e2bfb4c46e0c656afac"	0	0	0	0	0	0	0	0	0	2.03201893204696	5.96346190396021	4.14091670834171	0	0	6.60308189796441	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" Catellicoccus_marimammalium"
"ae2fa4b7346126978298ce46beaf10a5"	0	0	0	0	0	11.0841318678881	11.5072628575797	10.7911995962313	13.771309398526	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"796c2e7fa7e1cae60bf7c64ae15e6d86"	0	0	0	0	0	0	0	4.97065156164057	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Catellicoccaceae"	" Catellicoccus"	" uncultured_bacterium"
"688c2992656427cdec40abf6f0d2f57d"	0	0	0	0	0	0	0	0	0	0	3.75663404127248	4.43288628603561	2.9908226681568	5.78091472377596	4.09674804491185	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"4134b806490fd9955e9b619d11977283"	0	0	0	0	0	0	0	0	0	5.49704792753131	0	6.16846765804676	0	0	0	0	4.83806041454252	6.84478204275744	5.24726131870204	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"427edc65ed2dbf7dde2fd94a90381e43"	0	6.21505814982218	0	0	6.47769632481385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"c2a661e332cef90c0faf7979ad3c6884"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37018596483366	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"e8287b10e69ebd4cfce69ed35a6966f8"	0	6.35116104694916	0	0	6.09150779373241	0	0	0	0	0	0	3.96686560892332	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"99e30409feec9331302c1dbbb4f1d466"	0	5.77468130987623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"27d01813c5095c4864aaf13f6e7e0942"	0	0	0	6.26414835166804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"223baaa0b263c7e46400105bf50a2355"	8.57675816096558	11.6202496485787	12.1762200542873	11.7862344890233	11.2382849770938	0	0	0	0	11.1408590956726	6.81677870284238	11.5243039016483	6.5702555466836	9.18413735256119	7.35259154438559	5.6263103596399	8.19740699390477	7.8106331819723	8.99369426672805	4.07923535865062	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"3ca4d679461e5cbb833e56acc51b336c"	0	0	6.35282479866057	6.20165891157317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"bd1942cd329821457aa2ffefc9cfed98"	0	0	0	5.3382402863923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"b4fcc0f7b772a61d52d16a954c37750a"	0	0	0	2.21708881342625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12533026180037	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	" Lactobacillus_aviarius"
"1fa25b407a7844360e4a543f2d529cec"	0	0	0	0	0	0	0	0	0	4.48613721912219	0	5.7707982132295	0	3.9806821706637	0	0	0	4.45059255178121	2.84775004634066	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"4915cf3d3cff23bc9e50553c44bc8efb"	0	0	3.79340554433042	4.74100744480199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"2ddcad13c5c330e0a2e90dc43e8f3b85"	0	4.85556891815554	0	0	4.36051063429638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"252c3e09f180b52cf1d108dfd24837b5"	0	0	0	0	0	0	0	0	0	0	0	0	3.31579201106466	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Leuconostocaceae"	" Weissella"	" Weissella_paramesenteroides"
"67cde84f67eb949d0919d42c6c469bc7"	0	0	0	0	0	0	0	0	0	0	3.23107661715724	0	5.19991594886998	3.08185983781888	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Aerococcaceae"	" Aerococcus"	""
"ff60926240d5dcf6884e890d060474b7"	0	0	0	0	0	0	0	0	0	0	0	0	4.93081756640155	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Aerococcaceae"	" Aerosphaera"	" uncultured_bacterium"
"dbe735e3794dd1e5c0a8ba9e34fdf04c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98932279864278	"Bacteria"	" Firmicutes"	" Bacilli"	" Staphylococcales"	" Staphylococcaceae"	" Staphylococcus"	" Staphylococcus_succinus"
"b94e70e99e139619847725c7f08eec9f"	0	0	0	0	0	0	5.20175523102394	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Staphylococcales"	" Staphylococcaceae"	" Staphylococcus"	""
"b7e257f539176747dfb3b9c6016ceb73"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48319754897131	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Staphylococcales"	" Staphylococcaceae"	" Staphylococcus"	" Staphylococcus_sciuri"
"3f315dd8486d62c0a9639c589d433c5b"	0	0	0	0	0	0	0	0	0	0	0	0	4.28727729424953	0	0	0	0	0	0	4.34145954880753	"Bacteria"	" Firmicutes"	" Bacilli"	" Staphylococcales"	" Staphylococcaceae"	" Staphylococcus"	" Staphylococcus_vitulinus"
"98bf48d41ba5d24286383e76840939da"	0	0	0	0	0	0	0	0	0	0	0	0	4.79659139586869	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Staphylococcales"	" Staphylococcaceae"	" Staphylococcus"	""
"23a2a0257b118f3493cedf503b58b4d7"	0	0	0	0	0	0	0	0	0	0	5.23388333061968	0	7.18361984950592	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Staphylococcales"	" Staphylococcaceae"	" Staphylococcus"	" Staphylococcus_equorum"
"270b05cff6dd024301d3e10404e7d225"	0	0	0	0	0	0	0	0	0	0	0	0	4.28727729424953	0	0	5.92426559356744	4.83806041454252	0	4.98188598273968	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Planomicrobium"	""
"abb681ea3dd46210f86bbd44dde191e8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66675671972047	5.31779197649187	8.88999962823432	5.18566956285705	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Planomicrobium"	" Planomicrobium_glaciei"
"763dc64fd628284f26b3a2ea9ecb2664"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83015957437736	5.02966855733132	8.44785214047091	4.86706199523513	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Planomicrobium"	" Planomicrobium_glaciei"
"06fa4558b991f78bc61efc4a6f5a99f3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56966604454111	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Planomicrobium"	" Planomicrobium_glaciei"
"46bf3ccfa307ed658562c46dacb6e6c6"	0	0	0	0	0	0	0	0	0	0	7.43121305273311	0	7.22261627319896	7.48306663534252	6.07466363370744	6.96941476885397	7.32558030344535	7.01966046223294	6.80318812539013	5.28449332392607	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Planococcus"	""
"f6030d9e0f21df09b8416f7c028170b8"	0	0	0	0	0	0	0	0	0	0	5.60678195332811	0	5.33250461939914	5.42598638521846	0	6.07227886686629	0	5.26173116352394	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	""	""
"8b74083c747bf85b14e1b371878894a3"	0	0	0	0	0	0	0	0	0	0	6.26308407348743	0	5.69095492852589	6.54351376288008	4.3681807875666	6.09217380841895	6.4461414400536	6.38839294228677	5.30615746825951	4.07923535865062	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	""	""
"f60f0f6bd37141e973ca8fd43eb48d08"	4.15224536805361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Planococcus"	""
"7689fba9b1ccf51c3a869c1f02a689c7"	0	0	0	0	0	0	0	0	0	0	6.2797679250525	0	0	0	0	4.33118623079663	6.72695208616353	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Lysinibacillus"	""
"07c492cb12db38074dd24d7716c39771"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13965280880742	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Lysinibacillus"	""
"e1d107fcadef679f918cae4087921194"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40530658960674	0	0	4.61022467139357	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Lysinibacillus"	""
"516d29eaca3f726cda3dbdb0721ada42"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62175383366809	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Lysinibacillus"	""
"6b06f06134fc56a9a03ffff5ba6c318a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45860999286764	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Solibacillus"	""
"79735b59a46082136d3adaf3403e4feb"	0	0	0	0	0	0	0	0	0	0	6.06439230020689	0	3.16339616357091	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Kurthia"	""
"bed6de632dee86fc2be80f08af841690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06609462063407	0	0	4.34145954880753	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Psychrobacillus"	""
"c52ac7613d0a951535f5c25d6751794b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22545492387082	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Bacillales"	" Planococcaceae"	" Sporosarcina"	""
"8d09bb6a7229a6d1c178aae5b6aec6f9"	0	0	0	0	0	0	0	0	0	0	3.38354189418355	0	0	0	4.90139653356794	5.65377255179792	13.4782460636261	4.74392392369881	4.90644084393746	6.03459383813964	"Bacteria"	" Firmicutes"	" Bacilli"	" Paenibacillales"	" Paenibacillaceae"	" Paenibacillus"	" Paenibacillus_xylanilyticus"
"9e504a93d3c4122f23a5e0d50eb4e2f4"	0	0	0	0	0	0	0	0	0	0	3.52006049391029	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Paenibacillales"	" Paenibacillaceae"	" Saccharibacillus"	""
"cc7b492dbcf913d2f5bf7489efb8ab50"	0	0	0	0	0	0	0	0	0	2.39967137254353	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Paenibacillales"	" Paenibacillaceae"	" Paenibacillus"	""
"31a4441f2fc6f2a624afb462a5c7f707"	0	0	0	0	0	0	0	0	0	0	0	0	2.55719851030566	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Erysipelotrichales"	" Erysipelotrichaceae"	" Turicibacter"	""
"991a62b2a0d441f2e2af347eae5d0420"	0	0	0	0	0	0	0	0	0	0	2.62448406623944	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Erysipelotrichales"	" Erysipelotrichaceae"	" Turicibacter"	""
"1d7ec5492abc9fd549d536e15ebd9f79"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67496942418351	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Streptococcaceae"	" Streptococcus"	""
"b640fc9b0319f5fd5e8c3bb8bdb3bd4a"	0	0	0	1.8506684238554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"6d6696a7a60be658a485c0ddab7d4863"	0	0	2.69717815805089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"a8dd0e2f04089781912a21ca3a9d2860"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25948319203272	"Bacteria"	" Firmicutes"	" Bacilli"	" Lactobacillales"	" Lactobacillaceae"	" Lactobacillus"	""
"3c1ad20d9b04dcd2396928dabb4a6790"	0	3.68103104509416	0	0	0	0	0	0	0	7.7033697905399	12.0722092029163	10.5483165703871	14.0831792978065	16.3104780222469	14.555405400359	7.06720009374272	4.83806041454252	6.23998709193727	11.210794386756	6.47898314457648	"Bacteria"	" Firmicutes"	" Bacilli"	" Erysipelotrichales"	" Erysipelotrichaceae"	" Turicibacter"	""
"fb75797b55bc47c182a1192ef4284537"	0	0	0	0	0	0	0	0	0	6.39316293641718	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Erysipelotrichales"	" Erysipelotrichaceae"	" Turicibacter"	""
"b564d510696f19fa0aa0139f9aff5e0c"	0	0	0	0	0	0	0	0	0	6.70445737275053	0	0	0	0	0	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Erysipelotrichales"	" Erysipelotrichaceae"	" Turicibacter"	""
"8d0b668bd88362013d01a734bb1c3a27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52269086299303	0	0	0	0	0	"Bacteria"	" Firmicutes"	" Bacilli"	" Erysipelotrichales"	" Erysipelotrichaceae"	" Turicibacter"	""
